doi,title,authors,introduction,contribution
10.1088/1361-6501/ad9e10,Automatic meter reading via simulated water meter wheel rotation data generation,Zhao Q.,"With the rapid development of smart cities, automated meter reading (AMR) technology, as a crucial part of the infrastructure, has garnered widespread attention.","This paper addresses the issues of data insufficiency and imbalanced sample distribution in AMR technology by constructing a simulated water meter digit generator that automatically generates water meter data images and their corresponding label files. Furthermore, to tackle the challenge of semi-character recognition, the model’s learning capability is enhanced by increasing the semi-character data samples and introducing auxiliary features. Finally, a counting area extraction method that combines object detection algorithms with perspective transformation techniques is introduced into the existing AMR framework, effectively resolving problems related to image skew correction and perspective distortion. Experimental results demonstrate that, compared to the original dataset, training with the enhanced dataset proposed in this paper significantly improves the model’s performance in recognizing water meter digits, particularly showing advantages in semi-character recognition, thereby providing new insights and solutions for the development of AMR technology."
10.3390/smartcities8010028,"AI Agent-Based Intelligent Urban Digital Twin (I-UDT): Concept, Methodology, and Case Studies",Choi S.,"Highlights: What are the main findings? In the developed AI agent-based intelligent digital twin (I-DT), UBEM overcomes the limitations of the traditional UBEM approach and enables efficient analysis of urban building energy. GPT-based UBEM effectively performed the core functions of UBEM, serving as a key technology in I-UDT applications and services. What are the implications of the main findings? The I-UDT enables more accurate and comprehensive urban energy management, supporting the development of sustainable cities and carbon-neutral strategies. Implementing I-UDTs enables urban policymakers to make data-driven decisions, improve energy efficiency, and enhance the scalability of digital twin applications. The concept of digital twins (DTs) has expanded to encompass buildings and cities, with urban building energy modeling (UBEM) playing a crucial role in predicting urban-scale energy consumption via modeling individual energy use and interactions. As a virtual model within urban digital twins (UDTs), UBEM offers the potential for managing energy in sustainable cities. However, UDTs face challenges with regard to integrating large-scale data and relying on bottom-up UBEM approaches.","In this study, we propose an AI agent-based intelligent urban digital twin (I-UDT) to enhance DTs’ technical realization and UBEM’s service functionality. Integrating GPT within the UDT enabled the efficient integration of fragmented city-scale data and the extraction of building features, addressing the limitations of the service realization of traditional UBEM. This framework ensures continuous updates of the virtual urban model and the streamlined provision of updated information to users in future studies. This research establishes the concept of an I-UDT and lays a foundation for future implementations. The case studies include (1) data analysis, (2) prediction, (3) feature engineering, and (4) information services for 3500 buildings in Seoul. Through these case studies, the I-UDT was integrated and analyzed scattered data, predicted energy consumption, derived conditioned areas, and evaluated buildings on benchmark."
10.3390/smartcities8010019,LLM Agents for Smart City Management: Enhancing Decision Support Through Multi-Agent AI Systems,Kalyuzhnaya A.,"Highlights: What are the main findings? For smart city management, LLM-based multi-agent systems achieve 94–99% accuracy in routing urban queries and demonstrate significant improvements in response quality (G-Eval scores of 0.68–0.74) compared to standalone LLMs (0.30–0.38). Achievement of high scores in routing queries and response accuracy is possible with middle-size LLM models rather than the biggest LLM models. What is the implication of the main findings? The multi-agent LLM approach enables efficient processing of complex urban planning tasks while maintaining high relevance in responses, making it practical for real-world city management applications. LLM agents can effectively augment human decision making in urban planning by reducing task completion time from days to hours while maintaining accuracy and accountability in complex scenarios.","This study investigates the implementation of LLM agents in smart city management, leveraging both the inherent language processing abilities of LLMs and the distributed problem solving capabilities of multi-agent systems for the improvement of urban decision making processes. A multi-agent system architecture combines LLMs with existing urban information systems to process complex queries and generate contextually relevant responses for urban planning and management. The research is focused on three main hypotheses testing: (1) LLM agents’ capability for effective routing and processing diverse urban queries, (2) the effectiveness of Retrieval-Augmented Generation (RAG) technology in improving response accuracy when working with local knowledge and regulations, and (3) the impact of integrating LLM agents with existing urban information systems. Our experimental results, based on a comprehensive validation dataset of 150 question–answer pairs, demonstrate significant improvements in decision support capabilities. The multi-agent system achieved pipeline selection accuracy of 94–99% across different models, while the integration of RAG technology improved response accuracy by 17% for strategic development queries and 55% for service accessibility questions. The combined use of document databases and service APIs resulted in the highest performance metrics (G-Eval scores of 0.68–0.74) compared to standalone LLM responses (0.30–0.38). Using St. Petersburg’s Digital Urban Platform as a testbed, we demonstrate the practical applicability of this approach to create integrated city management systems with support complex urban decision making processes. This research contributes to the growing field of AI-enhanced urban management by providing empirical evidence of LLM agents’ effectiveness in processing heterogeneous urban data and supporting strategic planning decisions. Our findings suggest that LLM-based multi-agent systems can significantly enhance the efficiency and accuracy of urban decision making while maintaining high relevance in responses."
10.1016/j.trb.2024.103135,Bike network planning in limited urban space,Wiedemann N.,"The lack of cycling infrastructure in urban environments hinders the adoption of cycling as a viable mode for commuting, despite the evident benefits of (e-)bikes as sustainable, efficient, and health-promoting transportation modes. Bike network planning is a tedious process, relying on heuristic computational methods that frequently overlook the broader implications of introducing new cycling infrastructure, in particular the necessity to repurpose car lanes.","In this work, we call for optimizing the trade-off between bike and car networks, effectively pushing for Pareto optimality. This shift in perspective gives rise to a novel linear programming formulation towards optimal bike network allocation. Our experiments, conducted using both real-world and synthetic data, testify the effectiveness and superiority of this optimization approach compared to heuristic methods. In particular, the framework provides stakeholders with a range of lane reallocation scenarios, illustrating potential bike network enhancements and their implications for car infrastructure. Crucially, our approach is adaptable to various bikeability and car accessibility evaluation criteria, making our tool a highly flexible and scalable resource for urban planning. This paper presents an advanced decision-support framework that can significantly aid urban planners in making informed decisions on cycling infrastructure development."
10.1016/j.apacoust.2024.110268,A rapid approach to urban traffic noise mapping with a generative adversarial network,Yang X.,"With rapid urbanisation and the accompanying increase in traffic density, traffic noise has become a major concern in urban planning. However, traditional grid noise mapping methods have limitations in terms of time consumption, software costs, and a lack of parameter integration interfaces. These limitations hinder their ability to meet the need for iterative updates and rapid performance feedback in the early design stages of street-scale urban planning. Herein, we developed a rapid urban traffic noise mapping technique that leverages generative adversarial networks (GANs) as a surrogate model.","This approach enables the rapid assessment of urban traffic noise distribution by using urban elements such as roads and buildings as the input. The mean values for the mean squared error (RMSE) and structural similarity index (SSIM) are 0.3024 dB(A) and 0.8528, respectively, for the validation dataset. The trained model is integrated into Grasshopper as a tool, facilitating the rapid generation of traffic noise maps. This integration allows urban designers and planners, even those without expertise in acoustics, to easily anticipate changes in acoustics impacts caused by design in the early design stages."
10.1007/978-981-97-9762-2_19,Adaptive Cyber Defence: Leveraging GANs for Simulating and Mitigating Advanced Network Attacks in IoT Environments,Rao P.K.,"The progressive dissemination of the Internet of Things (IoT) and Wireless Sensor Networks (WSNs) has ushered in a new era of connectivity, with vast applications spanning from medicare to smart city infrastructure. However, this expansion has been paralleled by a corresponding increase in the sophistication and variety of cyber threats targeting these networks. Traditional cyber security measures, designed for a less dynamic threat landscape, are proving increasingly insufficient in protecting against the innovative and varied attack methods now in commonplace.","This study introduces an innovative application of Generative Adversarial Networks (GANs) to address this challenge, presenting a novel framework for the simulation and mitigation of advanced network attacks, particularly focusing on Distributed Denial of Service (DDoS) and spoofing attacks which pose significant threats in IoT environments. Generative Adversarial Networks (GANs), comprising two neural networks-the generator and the discriminator compete in a game-theoretic scenario, facilitating a deep understanding of attack patterns through the generation of realistic, synthetic cyber-attack scenarios. This research exploits GANs to bridge the gap between the static nature of traditional security protocols and the dynamic, evolving landscape of cyber threats. By training on a comprehensive dataset of known attacks and normal network activities, our proposed model, the Dynamic Adaptive Threat Simulation GAN (DATS-GAN), is capable of producing varied and realistic attack scenarios. These simulations serve a dual purpose: they not only enhance the detection capabilities and responsiveness of current security systems but also provide a basis for the development of new, adaptive security mechanisms capable of dynamically responding to the ever-changing cyber threat landscape. The effectiveness of DATS-GAN is demonstrated through extensive empirical analysis, highlighting significant improvements in the detection precision and reaction times of security frameworks within WSNs. Moreover, the generated synthetic attack scenarios provide a valuable resource for training machine learning models, leading to the advancement of adaptive security solutions that maintain a high readiness level against emerging cyber threats. The outcomes of this research hold substantial promise for the cyber security domain, showcasing the potential of GANs to revolutionize network defenses against sophisticated cyber threats in IoT and WSN environments."
10.1007/978-3-031-72959-1_5,Harnessing the Power of Large Language Models for Sustainable and Intelligent Transportation Systems in the Electric Vehicle Era,Abraham A.,"Urban ecosystems in the midst of digital transformation utilize technologies like Internet of Things (IoT), big data, and artificial intelligence (AI) to elevate citizens’ well-being and champion sustainable development. Notably, LLMs such as GPT-3 or GPT-4, crafted by OpenAI, and Google’s AI tools like Gemini and Bard, stand as pivotal components, holding immense potential to revolutionize EVs in smart city initiatives. Generative AI and LLM integration prove influential in optimizing EV functionalities, enhancing security, and fortifying data privacy.","This chapter delves into battery technology, battery capacities, energy storage, charging infrastructure optimization, autonomous driving, educational outreach, energy management, and predictive maintenance. In particular, LLMs address EV challenges by optimizing routes, speeds, and behaviors, reducing energy usage and emissions. They facilitate the smart integration of EVs and renewable energy sources, managing charging schedules based on availability and grid demands. Additionally, LLMs contribute to public education on EV benefits, environmental impact, cost savings, and sustainable transportation promotion. The chapter explores synergies between LLMs and EVs, focusing on potential applications and challenges, propelling progress in ITSs. Similarly, Multimodal Large Language Models (MLLMs) and their potential applications in the era of the EV represent a promising frontier in this landscape, offering enhanced capabilities to interpret and generate multimodal data, further enriching the EV ecosystem."
10.17645/up.9417,Introduction: AI for and in Urban Planning,Wang T.,"As a tool serving other disciplines of enquiry, artificial intelligence (AI) offers the potential of a potent discovery, a design and analysis paradigm to address (new) questions in urban planning. This thematic issue raises a forum for cross‐disciplinary dialogues at the intersection of urban planning and AI. Nine articles discuss both emerging use cases in urban planning practice and the relevant AI techniques being used and developed, as well as articulate the challenges associated. Future development of AI in urban planning shall address the ethical, inclusive, and just implications of AI applications for urban planning while navigating human and AI agents’ interactions and intra‐actions to facilitate a better understanding of the intentions of AI development and use, and the impacts on the behaviour of designers and users in complex urban planning practices.","As a tool serving other disciplines of enquiry, artificial intelligence (AI) offers the potential of a potent discovery, a design and analysis paradigm to address (new) questions in urban planning. This thematic issue raises a forum for cross‐disciplinary dialogues at the intersection of urban planning and AI. Nine articles discuss both emerging use cases in urban planning practice and the relevant AI techniques being used and developed, as well as articulate the challenges associated. Future development of AI in urban planning shall address the ethical, inclusive, and just implications of AI applications for urban planning while navigating human and AI agents’ interactions and intra‐actions to facilitate a better understanding of the intentions of AI development and use, and the impacts on the behaviour of designers and users in complex urban planning practices."
10.1109/TITS.2025.3528116,"Integrating LLMs With ITS: Recent Advances, Potentials, Challenges, and Future Directions",Mahmud D.,"Intelligent Transportation Systems (ITS) are crucial for the development and operation of smart cities, addressing key challenges in efficiency, productivity, and environmental sustainability.","This paper comprehensively reviews the transformative potential of Large Language Models (LLMs) in optimizing ITS. Initially, we provide an extensive overview of ITS, highlighting its components, operational principles, and overall effectiveness. We then delve into the theoretical background of various LLM techniques, such as GPT, T5, CTRL, and BERT, elucidating their relevance to ITS applications. Following this, we examine the wide-ranging applications of LLMs within ITS, including traffic flow prediction, vehicle detection and classification, autonomous driving, traffic sign recognition, and pedestrian detection. Our analysis reveals how these advanced models can significantly enhance traffic management and safety. Finally, we explore the challenges and limitations LLMs face in ITS, such as data availability, computational constraints, and ethical considerations. We also present several future research directions and potential innovations to address these challenges. This paper aims to guide researchers and practitioners through the complexities and opportunities of integrating LLMs in ITS, offering a roadmap to create more efficient, sustainable, and responsive next-generation transportation systems."
10.3390/electronics14010051,AI-Based Malicious Encrypted Traffic Detection in 5G Data Collection and Secure Sharing,Han G.,"With the development and widespread application of network information, new technologies led by 5G are emerging, resulting in an increasingly complex network security environment and more diverse attack methods. Unlike traditional networks, 5G networks feature higher connection density, faster data transmission speeds, and lower latency, which are widely applied in scenarios such as smart cities, the Internet of Things, and autonomous driving. The vast amounts of sensitive data generated by these applications become primary targets during the processes of collection and secure sharing, and unauthorized access or tampering could lead to severe data breaches and integrity issues. However, as 5G networks extensively employ encryption technologies to protect data transmission, attackers can hide malicious content within encrypted communication, rendering traditional content-based traffic detection methods ineffective for identifying malicious encrypted traffic.","To address this challenge, this paper proposes a malicious encrypted traffic detection method based on reconstructive domain adaptation and adversarial hybrid neural networks. The proposed method integrates generative adversarial networks with ResNet, ResNeXt, and DenseNet to construct an adversarial hybrid neural network, aiming to tackle the challenges of encrypted traffic detection. On this basis, a reconstructive domain adaptation module is introduced to reduce the distribution discrepancy between the source domain and the target domain, thereby enhancing cross-domain detection capabilities. By preprocessing traffic data from public datasets, the proposed method is capable of extracting deep features from encrypted traffic without the need for decryption. The generator utilizes the adversarial hybrid neural network module to generate realistic malicious encrypted traffic samples, while the discriminator achieves sample classification through high-dimensional feature extraction. Additionally, the domain classifier within the reconstructive domain adaptation module further improves the model’s stability and generalization across different network environments and time periods. Experimental results demonstrate that the proposed method significantly improves the accuracy and efficiency of malicious encrypted traffic detection in 5G network environments, effectively enhancing the detection performance of malicious traffic in 5G networks."
10.1109/LGRS.2024.3520133,UP-Diff: Latent Diffusion Model for Remote Sensing Urban Prediction,Wang Z.,"Remote sensing (RS) technology has become essential for monitoring urban development, including applications like population growth analysis, transportation congestion forecasting, and climate change detection (CD). However, its potential for future urban planning (UP), particularly in predicting future urban layouts remains largely unexplored.","This study introduces UP-Diff, a novel method leveraging generative models for UP, to address this gap. UP-Diff leverages information from current urban layouts and planned change maps to predict future urban configurations. Key challenges addressed include the integration of urban layouts and change maps into latent diffusion model (LDM) through careful architecture improvements and the mitigation of limited training data by employing a pretrained stable diffusion (SD) model with fixed weights, trainable ConvNeXt, and trainable cross-attention layers. Our method significantly streamlines the UP process by automating layout predictions, thus reducing the time and effort required compared to traditional manual methods. Comprehensive evaluations on the learning, vision, and RS dataset (LEVIR-CD) and Sun Yat-Sen University dataset (SYSU-CD) validate that UP-Diff achieves high-fidelity predictions of future urban layouts, demonstrating its effectiveness and potential for advancing RS-based UP methodologies. Our code and model weights are available at https://github.com/zeyuwang-zju/UP-Diff."
10.1016/j.scs.2024.106048,Forecasting land surface drought in urban environments based on machine learning model,Chen J.,"Urban drought, a subtype of socio-economic drought, has received limited attention compared to other types. Given the shifts in water supply patterns due to global climate change and ongoing urbanization, understanding and predicting how urban design affects drought is crucial for sustainable human settlements. Previous research has primarily focused on large-scale predictive modeling, making it difficult for architects and urban designers to address potential drought risks.","This study addresses that issue by proposing an urban planning prediction model based on generative adversarial networks that integrates temperature vegetation dryness index (TVDI) maps. The model is trained on relevant datasets by using Guangzhou as a case study, including land cover, land surface temperature, and normalized difference vegetation index data. TVDI maps are generated from untrained image pairs based on urban planning parameters. Model validation, including accuracy analysis and scenario simulations, is conducted to assess the model's ability to predict urban land surface drought resulting from changes in urban planning. This approach highlights its proactive capacity to anticipate and reveal long-term or gradually unfolding drought trends, offering valid tools for urban design and planning."
10.1007/978-3-031-73209-6_13,GroundUp: Rapid Sketch-Based 3D City Massing,Ünlü G.E.,"We propose GroundUp, the first sketch-based ideation tool for 3D city massing of urban areas. We focus on early-stage urban design, where sketching is a common tool and the design starts from balancing building volumes (masses) and open spaces. With Human-Centered AI in mind, we aim to help architects quickly revise their ideas by easily switching between 2D sketches and 3D models, allowing for smoother iteration and sharing of ideas. Inspired by feedback from architects and existing workflows, our system takes as a first input a user sketch of multiple buildings in a top-down view. The user then draws a perspective sketch of the envisioned site. Our method is designed to exploit the complementarity of information in the two sketches and allows users to quickly preview and adjust the inferred 3D shapes. Our model has two main components. First, we propose a novel sketch-to-depth prediction network for perspective sketches that exploits top-down sketch shapes. Second, we use depth cues derived from the perspective sketch as a condition to our diffusion model, which ultimately completes the geometry in a top-down view. Thus, our final 3D geometry is represented as a heightfield, allowing users to construct the city “from the ground up”. The code, datasets, and interface are available at visual.cs.ucl.ac.uk/pubs/groundup.","We propose GroundUp, the first sketch-based ideation tool for 3D city massing of urban areas. We focus on early-stage urban design, where sketching is a common tool and the design starts from balancing building volumes (masses) and open spaces. With Human-Centered AI in mind, we aim to help architects quickly revise their ideas by easily switching between 2D sketches and 3D models, allowing for smoother iteration and sharing of ideas. Inspired by feedback from architects and existing workflows, our system takes as a first input a user sketch of multiple buildings in a top-down view. The user then draws a perspective sketch of the envisioned site. Our method is designed to exploit the complementarity of information in the two sketches and allows users to quickly preview and adjust the inferred 3D shapes. Our model has two main components. First, we propose a novel sketch-to-depth prediction network for perspective sketches that exploits top-down sketch shapes. Second, we use depth cues derived from the perspective sketch as a condition to our diffusion model, which ultimately completes the geometry in a top-down view. Thus, our final 3D geometry is represented as a heightfield, allowing users to construct the city “from the ground up”. The code, datasets, and interface are available at visual.cs.ucl.ac.uk/pubs/groundup."
