doi,title,authors,introduction,contribution
10.3390/land14030578,Generative Adversarial Networks for Climate-Sensitive Urban Morphology: An Integration of Pix2Pix and the Cycle Generative Adversarial Network,Wang M.,"Urban heat island (UHI) effects pose significant challenges to sustainable urban development, necessitating innovative modeling techniques to optimize urban morphology for thermal resilience.","This study integrates the Pix2Pix and CycleGAN architectures to generate high-fidelity urban morphology models aligned with local climate zones (LCZs), enhancing their applicability to urban climate studies. This research focuses on eight major Chinese coastal cities, leveraging a robust dataset of 4712 samples to train the generative models. Quantitative evaluations demonstrated that the integration of CycleGAN with Pix2Pix substantially improved structural fidelity and realism in urban morphology synthesis, achieving a peak Structural Similarity Index Measure (SSIM) of 0.918 and a coefficient of determination (R2) of 0.987. The total adversarial loss in Pix2Pix training stabilized at 0.19 after 811 iterations, ensuring high convergence in urban structure generation. Additionally, CycleGAN-enhanced outputs exhibited a 35% reduction in relative error compared to Pix2Pix-generated images, significantly improving edge preservation and urban feature accuracy. By incorporating LCZ data, the proposed framework successfully bridges urban morphology modeling with climate-responsive urban planning, enabling adaptive design strategies for mitigating UHI effects. This study integrates Pix2Pix and CycleGAN architectures to enhance the realism and structural fidelity of urban morphology generation, while incorporating the LCZ classification framework to produce urban forms that align with specific climatological conditions. Compared to the model trained by Pix2Pix coupled with LCZ alone, the approach offers urban planners a more precise tool for designing climate-responsive cities, optimizing urban layouts to mitigate heat island effects, improve energy efficiency, and enhance resilience."
10.1088/1361-6501/ad9e10,Automatic meter reading via simulated water meter wheel rotation data generation,Zhao Q.,"With the rapid development of smart cities, automated meter reading (AMR) technology, as a crucial part of the infrastructure, has garnered widespread attention.","This paper addresses the issues of data insufficiency and imbalanced sample distribution in AMR technology by constructing a simulated water meter digit generator that automatically generates water meter data images and their corresponding label files. Furthermore, to tackle the challenge of semi-character recognition, the model’s learning capability is enhanced by increasing the semi-character data samples and introducing auxiliary features. Finally, a counting area extraction method that combines object detection algorithms with perspective transformation techniques is introduced into the existing AMR framework, effectively resolving problems related to image skew correction and perspective distortion. Experimental results demonstrate that, compared to the original dataset, training with the enhanced dataset proposed in this paper significantly improves the model’s performance in recognizing water meter digits, particularly showing advantages in semi-character recognition, thereby providing new insights and solutions for the development of AMR technology."
10.3390/smartcities8010028,"AI Agent-Based Intelligent Urban Digital Twin (I-UDT): Concept, Methodology, and Case Studies",Choi S.,"Highlights: What are the main findings? In the developed AI agent-based intelligent digital twin (I-DT), UBEM overcomes the limitations of the traditional UBEM approach and enables efficient analysis of urban building energy. GPT-based UBEM effectively performed the core functions of UBEM, serving as a key technology in I-UDT applications and services. What are the implications of the main findings? The I-UDT enables more accurate and comprehensive urban energy management, supporting the development of sustainable cities and carbon-neutral strategies. Implementing I-UDTs enables urban policymakers to make data-driven decisions, improve energy efficiency, and enhance the scalability of digital twin applications. The concept of digital twins (DTs) has expanded to encompass buildings and cities, with urban building energy modeling (UBEM) playing a crucial role in predicting urban-scale energy consumption via modeling individual energy use and interactions. As a virtual model within urban digital twins (UDTs), UBEM offers the potential for managing energy in sustainable cities. However, UDTs face challenges with regard to integrating large-scale data and relying on bottom-up UBEM approaches.","In this study, we propose an AI agent-based intelligent urban digital twin (I-UDT) to enhance DTs’ technical realization and UBEM’s service functionality. Integrating GPT within the UDT enabled the efficient integration of fragmented city-scale data and the extraction of building features, addressing the limitations of the service realization of traditional UBEM. This framework ensures continuous updates of the virtual urban model and the streamlined provision of updated information to users in future studies. This research establishes the concept of an I-UDT and lays a foundation for future implementations. The case studies include (1) data analysis, (2) prediction, (3) feature engineering, and (4) information services for 3500 buildings in Seoul. Through these case studies, the I-UDT was integrated and analyzed scattered data, predicted energy consumption, derived conditioned areas, and evaluated buildings on benchmark."
10.3390/urbansci9020026,Exploring the Ambient in Relation to Urban Life and AI,McKenna H.P.,"The purpose of this paper is to explore the nature of the ambient in an era of artificial intelligence (AI), focusing on the urban context. As such, this paper explores evolving understandings of the ambient in everyday life encompassing a range of elements such as awareness, computing, experiences, information, and intelligence in relation to rapidly evolving and emerging applications of AI and generative AI in urban environments. A review of the research and practice literature for the ambient in relation to urban AI is provided in this paper enabling formulation of a conceptual framework to guide the exploration. A poll conducted online using the Whova platform during a hybrid (e.g., virtual and in person) conference event provides insight into the awareness element in the context of AI from the perspective of researchers, students, practitioners, and other conference participants and attendees (e.g., government business, etc.). Implications for urban life, smart cities, learning cities, and future cities are discussed, giving rise to challenges and opportunities for research and practice going forward. This work is significant in that a range of perspectives across a variety of domains emerge for the ambient in relation to everyday life and AI and to urban AI.","The purpose of this paper is to explore the nature of the ambient in an era of artificial intelligence (AI), focusing on the urban context. As such, this paper explores evolving understandings of the ambient in everyday life encompassing a range of elements such as awareness, computing, experiences, information, and intelligence in relation to rapidly evolving and emerging applications of AI and generative AI in urban environments. A review of the research and practice literature for the ambient in relation to urban AI is provided in this paper enabling formulation of a conceptual framework to guide the exploration. A poll conducted online using the Whova platform during a hybrid (e.g., virtual and in person) conference event provides insight into the awareness element in the context of AI from the perspective of researchers, students, practitioners, and other conference participants and attendees (e.g., government business, etc.). Implications for urban life, smart cities, learning cities, and future cities are discussed, giving rise to challenges and opportunities for research and practice going forward. This work is significant in that a range of perspectives across a variety of domains emerge for the ambient in relation to everyday life and AI and to urban AI."
10.1016/j.trb.2024.103135,Bike network planning in limited urban space,Wiedemann N.,"The lack of cycling infrastructure in urban environments hinders the adoption of cycling as a viable mode for commuting, despite the evident benefits of (e-)bikes as sustainable, efficient, and health-promoting transportation modes. Bike network planning is a tedious process, relying on heuristic computational methods that frequently overlook the broader implications of introducing new cycling infrastructure, in particular the necessity to repurpose car lanes.","In this work, we call for optimizing the trade-off between bike and car networks, effectively pushing for Pareto optimality. This shift in perspective gives rise to a novel linear programming formulation towards optimal bike network allocation. Our experiments, conducted using both real-world and synthetic data, testify the effectiveness and superiority of this optimization approach compared to heuristic methods. In particular, the framework provides stakeholders with a range of lane reallocation scenarios, illustrating potential bike network enhancements and their implications for car infrastructure. Crucially, our approach is adaptable to various bikeability and car accessibility evaluation criteria, making our tool a highly flexible and scalable resource for urban planning. This paper presents an advanced decision-support framework that can significantly aid urban planners in making informed decisions on cycling infrastructure development."
10.1016/j.apacoust.2024.110268,A rapid approach to urban traffic noise mapping with a generative adversarial network,Yang X.,"With rapid urbanisation and the accompanying increase in traffic density, traffic noise has become a major concern in urban planning. However, traditional grid noise mapping methods have limitations in terms of time consumption, software costs, and a lack of parameter integration interfaces. These limitations hinder their ability to meet the need for iterative updates and rapid performance feedback in the early design stages of street-scale urban planning. Herein, we developed a rapid urban traffic noise mapping technique that leverages generative adversarial networks (GANs) as a surrogate model.","This approach enables the rapid assessment of urban traffic noise distribution by using urban elements such as roads and buildings as the input. The mean values for the mean squared error (RMSE) and structural similarity index (SSIM) are 0.3024 dB(A) and 0.8528, respectively, for the validation dataset. The trained model is integrated into Grasshopper as a tool, facilitating the rapid generation of traffic noise maps. This integration allows urban designers and planners, even those without expertise in acoustics, to easily anticipate changes in acoustics impacts caused by design in the early design stages."
10.1007/978-3-031-72959-1_15,Smart Energy Management: From Conventional Optimization to Generative AI Techniques,Mongaillard T.,"This chapter explores the evolution of power consumption scheduling in smart cities, focusing on smart homes and electric vehicle charging. It discusses the transition from classical optimization techniques to heuristic methods like genetic algorithms and swarm optimization for addressing complex energy management problems. The chapter also highlights the growing importance of machine learning, particularly artificial neural networks and reinforcement learning, in predicting energy demand and optimizing scheduling decisions. Additionally, it delves into the potential of generative AI, including generative adversarial networks and large language models, to revolutionize power scheduling by generating realistic scenarios, improving user interaction, and enabling more personalized and efficient energy management strategies.","This chapter explores the evolution of power consumption scheduling in smart cities, focusing on smart homes and electric vehicle charging. It discusses the transition from classical optimization techniques to heuristic methods like genetic algorithms and swarm optimization for addressing complex energy management problems. The chapter also highlights the growing importance of machine learning, particularly artificial neural networks and reinforcement learning, in predicting energy demand and optimizing scheduling decisions. Additionally, it delves into the potential of generative AI, including generative adversarial networks and large language models, to revolutionize power scheduling by generating realistic scenarios, improving user interaction, and enabling more personalized and efficient energy management strategies."
10.1109/TMM.2025.3535295,A 3D Self-Awareness Diffusion Network for Multimodal Classification,Ma M.,"As imaging sensor technology in remote sensing has advanced quickly, multimodal fusion classification has become an important research direction in land cover and urban planning classification tasks. While generative models and image classification have greatly benefited from diffusion models, the present ones primarily concentrate on single-modality-driven diffusion processes.","Therefore, this paper presents a 3D self-awareness diffusion network (3DSA-DiffNet) for multispectral (MS) and panchromatic (PAN) image fusion classification, which would make it easier to classify heterogeneous data from various sensors. First, in order to model the relationship between multi-channel spectra and multi-pixel spatial distributions as well as samples, respectively, a spatial-spectral joint denoising network (S2 JD-Net) is proposed. It can incorporate the diffusion process into the neural network to enhance the quality of diffusion features. Secondly, to imitate the brain's spatial-spectral coexistence learning mechanism, this work offers a 3D self-awareness module (3DSA-Module) that can learn the weight of each pixel in 3D space, resulting in extraordinarily high feature representation capabilities. Finally, experimental verification demonstrates that the 3D self-awareness diffusion fusion network driven by brain inspiration outperforms more sophisticated approaches on the Xi'an, Huhhot, and Muufl datasets."
10.3390/rs17020178,Semi-Supervised Change Detection with Data Augmentation and Adaptive Thresholding for High-Resolution Remote Sensing Images,Zhang W.,"Change detection (CD) is an important research direction in the field of remote sensing, which aims to analyze the changes in the same area over different periods and is widely used in urban planning and environmental protection. While supervised learning methods in change detection have demonstrated substantial efficacy, they are often hindered by the rising costs associated with data annotation. Semi-supervised methods have attracted increasing interest, offering promising results with limited data labeling. These approaches typically employ strategies such as consistency regularization, pseudo-labeling, and generative adversarial networks. However, they usually face the problems of insufficient data augmentation and unbalanced quality and quantity of pseudo-labeling.","To address the above problems, we propose a semi-supervised change detection method with data augmentation and adaptive threshold updating (DA-AT) for high-resolution remote sensing images. Firstly, a channel-level data augmentation (CLDA) technique is designed to enhance the strong augmentation effect and improve consistency regularization so as to address the problem of insufficient feature representation. Secondly, an adaptive threshold (AT) is proposed to dynamically adjust the threshold during the training process to balance the quality and quantity of pseudo-labeling so as to optimize the self-training process. Finally, an adaptive class weight (ACW) mechanism is proposed to alleviate the impact of the imbalance between the changed classes and the unchanged classes, which effectively enhances the learning ability of the model for the changed classes. We verify the effectiveness and robustness of the proposed method on two high-resolution remote sensing image datasets, WHU-CD and LEVIR-CD. We compare our method to five state-of-the-art change detection methods and show that it achieves better or comparable results."
10.1002/ett.70035,Attentive Dual Residual Generative Adversarial Network for Energy-Aware Routing Through Golden Search Optimization Algorithm in Wireless Sensor Network Utilizing Cluster Head Selection,Ravikumar K.,"Wireless Sensor Networks (WSNs) are extensively used in event monitoring and tracking, particularly in scenarios that require minimal human intervention. However, a key challenge in WSNs is the short lifespan of sensor nodes (SN), as continuous sensing leads to rapid battery depletion. In high-traffic areas, sensors located near the sink node exhaust their energy quickly, creating an energy-hole issue. As a result, optimizing energy usage is a significant challenge for WSN-assisted applications.","To address this, this paper proposes an Energy-aware Routing and Cluster Head Selection in Wireless Sensor Network through an Attentive Dual Residual Generative Adversarial Network for Golden Search Optimization Algorithm in Wireless Sensor Network (EAR-WSN-ADRGAN-GSOA). This method involves selecting the Cluster Head (CH) using Attentive Dual Residual Generative Adversarial Network (ADRGAN), minimizing energy consumption, and reducing a number of dead sensor nodes. Subsequently, Golden Search Optimization Algorithm (GSOA) is employed to determine an optimal path for data transmission to the sink node, maximizing energy efficiency, and elongating sensor node lifespan. The proposed EAR-WSN-ADRGAN-GSOA method is simulated in MATLAB. The performance metrics, such as network lifetime, number of alive nodes, number of dead nodes, throughput, energy consumption, and packet delivery ratio is examined. The proposed EAR-WSN-ADRGAN-GSOA demonstrates improved performance, achieving a higher average throughput of 0.93 Mbps, and lower average energy consumption of 0.39 mJ compared with the existing methods. These improvements have significant real-world implications for enhancing the efficiency and longevity of WSNs in applications, such as environmental monitoring, smart cities, and industrial automation."
10.1007/978-3-031-75170-7_22,Intelligent Agent Based Clustering and Optimal Multipath Routing for Energy-Efficient Wireless Sensor Networks in Smart City Applications: A Distributed AI-Driven Approach,Patra B.K.,"The study proposes an innovative approach to enhance energy efficiency in Wireless Sensor Networks (WSNs) for smart city applications. The primary focus is on leveraging distributed artificial intelligence (AI) and multipath routing techniques to address challenges such as unequal clustering, poor cluster head selection, and excessive power consumption within WSNs. The approach uses agent-based clustering, where autonomous AI agents dynamically form clusters of sensor nodes based on real-time data characteristics. These clusters are then used for multipath routing, optimizing energy consumption, reliability, and congestion reduction. The distributed nature of AI agents allows for adaptive cluster formations. This algorithm aims to address issues related to uneven clustering, inefficient cluster head selection, and excessive power consumption. Additionally, the integration of agent-based clustering is proposed, involving the deployment of autonomous AI agents that dynamically cluster sensor nodes based on real-time data properties. These AI agents facilitate self-organization and adaptability, ensuring that clusters accurately reflect the evolving data landscape in urban environments. The approach also employs sophisticated energy management strategies at the sensor node level, such as duty cycling, adaptive transmission power control, and sleep-wake scheduling. Simulations in a smart city environment show significant improvements in energy efficiency, prolonging the network’s operational lifespan and improving service quality by mitigating data loss and latency issues. This approach contributes to the sustainable development and performance optimization of smart city infrastructure.","The study proposes an innovative approach to enhance energy efficiency in Wireless Sensor Networks (WSNs) for smart city applications. The primary focus is on leveraging distributed artificial intelligence (AI) and multipath routing techniques to address challenges such as unequal clustering, poor cluster head selection, and excessive power consumption within WSNs. The approach uses agent-based clustering, where autonomous AI agents dynamically form clusters of sensor nodes based on real-time data characteristics. These clusters are then used for multipath routing, optimizing energy consumption, reliability, and congestion reduction. The distributed nature of AI agents allows for adaptive cluster formations. This algorithm aims to address issues related to uneven clustering, inefficient cluster head selection, and excessive power consumption. Additionally, the integration of agent-based clustering is proposed, involving the deployment of autonomous AI agents that dynamically cluster sensor nodes based on real-time data properties. These AI agents facilitate self-organization and adaptability, ensuring that clusters accurately reflect the evolving data landscape in urban environments. The approach also employs sophisticated energy management strategies at the sensor node level, such as duty cycling, adaptive transmission power control, and sleep-wake scheduling. Simulations in a smart city environment show significant improvements in energy efficiency, prolonging the network’s operational lifespan and improving service quality by mitigating data loss and latency issues. This approach contributes to the sustainable development and performance optimization of smart city infrastructure."
10.1109/LGRS.2024.3520133,UP-Diff: Latent Diffusion Model for Remote Sensing Urban Prediction,Wang Z.,"Remote sensing (RS) technology has become essential for monitoring urban development, including applications like population growth analysis, transportation congestion forecasting, and climate change detection (CD). However, its potential for future urban planning (UP), particularly in predicting future urban layouts remains largely unexplored.","This study introduces UP-Diff, a novel method leveraging generative models for UP, to address this gap. UP-Diff leverages information from current urban layouts and planned change maps to predict future urban configurations. Key challenges addressed include the integration of urban layouts and change maps into latent diffusion model (LDM) through careful architecture improvements and the mitigation of limited training data by employing a pretrained stable diffusion (SD) model with fixed weights, trainable ConvNeXt, and trainable cross-attention layers. Our method significantly streamlines the UP process by automating layout predictions, thus reducing the time and effort required compared to traditional manual methods. Comprehensive evaluations on the learning, vision, and RS dataset (LEVIR-CD) and Sun Yat-Sen University dataset (SYSU-CD) validate that UP-Diff achieves high-fidelity predictions of future urban layouts, demonstrating its effectiveness and potential for advancing RS-based UP methodologies. Our code and model weights are available at https://github.com/zeyuwang-zju/UP-Diff."
10.1016/j.scs.2024.106048,Forecasting land surface drought in urban environments based on machine learning model,Chen J.,"Urban drought, a subtype of socio-economic drought, has received limited attention compared to other types. Given the shifts in water supply patterns due to global climate change and ongoing urbanization, understanding and predicting how urban design affects drought is crucial for sustainable human settlements. Previous research has primarily focused on large-scale predictive modeling, making it difficult for architects and urban designers to address potential drought risks.","This study addresses that issue by proposing an urban planning prediction model based on generative adversarial networks that integrates temperature vegetation dryness index (TVDI) maps. The model is trained on relevant datasets by using Guangzhou as a case study, including land cover, land surface temperature, and normalized difference vegetation index data. TVDI maps are generated from untrained image pairs based on urban planning parameters. Model validation, including accuracy analysis and scenario simulations, is conducted to assess the model's ability to predict urban land surface drought resulting from changes in urban planning. This approach highlights its proactive capacity to anticipate and reveal long-term or gradually unfolding drought trends, offering valid tools for urban design and planning."
